establishment_id,week_date,quantity_liters
558,2025-07-23,49.62
558,2025-07-30,40.88
558,2025-08-06,40.48
558,2025-08-13,48.95
558,2025-08-20,48.26
558,2025-08-27,53.88
558,2025-09-03,58.92
558,2025-09-10,58.19
558,2025-09-17,61.7
558,2025-09-24,56.7
558,2025-10-01,58.51
558,2025-10-08,60.03
558,2025-10-15,50.43
558,2025-10-22,49.08
558,2025-10-29,43.3
558,2025-11-05,47.87
558,2025-11-12,48.14
558,2025-11-19,53.05
558,2025-11-26,55.48
558,2025-12-03,57.92
558,2025-12-10,62.87
558,2025-12-17,64.87
558,2025-12-24,63.55
558,2025-12-31,61.88
558,2026-01-07,55.38
558,2026-01-14,54.59
558,2026-01-21,49.37
558,2026-01-28,48.31
558,2026-02-04,48.96
558,2026-02-11,47.16
558,2026-02-18,52.91
558,2026-02-25,50.26
558,2026-03-04,64.74
558,2026-03-11,63.4
558,2026-03-18,61.82
558,2026-03-25,62.64
558,2026-04-01,63.71
558,2026-04-08,57.81
558,2026-04-15,50.9
558,2026-04-22,54.73
558,2026-04-29,50.96
558,2026-05-06,46.51
558,2026-05-13,50.11
558,2026-05-20,49.21
559,2025-05-28,34.26
559,2025-06-04,43.11
559,2025-06-11,44.93
559,2025-06-18,41.56
559,2025-06-25,47.78
559,2025-07-02,38.26
559,2025-07-09,42.46
559,2025-07-16,35.42
559,2025-07-23,35.17
559,2025-07-30,28.64
559,2025-08-06,29.53
559,2025-08-13,30.66
559,2025-08-20,30.14
559,2025-08-27,40.39
559,2025-09-03,42.89
559,2025-09-10,46.78
559,2025-09-17,45.3
559,2025-09-24,48.51
559,2025-10-01,41.52
559,2025-10-08,45.02
559,2025-10-15,36.04
559,2025-10-22,39.6
559,2025-10-29,27.7
559,2025-11-05,33.51
559,2025-11-12,28.89
559,2025-11-19,36.52
559,2025-11-26,45.2
559,2025-12-03,45.32
559,2025-12-10,46.53
559,2025-12-17,48.73
559,2025-12-24,48.14
559,2025-12-31,45.22
559,2026-01-07,43.89
559,2026-01-14,38.73
559,2026-01-21,36.87
559,2026-01-28,30.18
559,2026-02-04,32.85
559,2026-02-11,36.83
559,2026-02-18,41.47
559,2026-02-25,44.74
559,2026-03-04,42.91
559,2026-03-11,48.08
559,2026-03-18,46.91
559,2026-03-25,51.18
559,2026-04-01,50.42
559,2026-04-08,42.55
559,2026-04-15,39.93
559,2026-04-22,34.98
559,2026-04-29,33.14
559,2026-05-06,36.88
559,2026-05-13,38.25
559,2026-05-20,37.02
560,2025-05-28,23.16
560,2025-06-04,28.29
560,2025-06-11,33.89
560,2025-06-18,38.89
560,2025-06-25,33.66
560,2025-07-02,36.2
560,2025-07-09,30.92
560,2025-07-16,21.7
560,2025-07-23,21.8
560,2025-07-30,20.08
560,2025-08-06,16.54
560,2025-08-13,20.74
560,2025-08-20,27.57
560,2025-08-27,29.7
560,2025-09-03,34.56
560,2025-09-10,35.22
560,2025-09-17,33.93
560,2025-09-24,36.28
560,2025-10-01,30.77
560,2025-10-08,34.61
560,2025-10-15,25.69
560,2025-10-22,24.08
560,2025-10-29,22.97
560,2025-11-05,23.91
560,2025-11-12,20.81
560,2025-11-19,23.03
560,2025-11-26,33.17
560,2025-12-03,31.35
560,2025-12-10,31.95
560,2025-12-17,38.77
560,2025-12-24,35.65
560,2025-12-31,34.18
560,2026-01-07,32.21
560,2026-01-14,33.93
560,2026-01-21,24.56
560,2026-01-28,25.55
560,2026-02-04,22.61
560,2026-02-11,20.94
560,2026-02-18,25.96
560,2026-02-25,28.95
560,2026-03-04,32.53
560,2026-03-11,37.7
560,2026-03-18,36.84
560,2026-03-25,38.9
560,2026-04-01,36.54
560,2026-04-08,35.3
560,2026-04-15,25.56
560,2026-04-22,23.53
560,2026-04-29,21.54
560,2026-05-06,22.91
560,2026-05-13,26.0
560,2026-05-20,29.99
561,2025-05-28,36.04
561,2025-06-04,37.94
561,2025-06-11,45.44
561,2025-06-18,45.12
561,2025-06-25,43.06
561,2025-07-02,43.48
561,2025-07-09,37.99
561,2025-07-16,33.47
561,2025-07-23,30.08
561,2025-07-30,29.36
561,2025-08-06,32.76
561,2025-08-13,31.12
561,2025-08-20,32.57
561,2025-08-27,40.08
561,2025-09-03,41.18
561,2025-09-10,46.38
561,2025-09-17,45.83
561,2025-09-24,43.79
561,2025-10-01,43.5
561,2025-10-08,34.59
561,2025-10-15,36.17
561,2025-10-22,32.0
561,2025-10-29,31.24
561,2025-11-05,29.1
561,2025-11-12,29.05
561,2025-11-19,33.28
561,2025-11-26,33.74
561,2025-12-03,39.23
561,2025-12-10,47.05
561,2025-12-17,45.76
561,2025-12-24,45.84
561,2025-12-31,46.63
561,2026-01-07,41.45
561,2026-01-14,36.84
561,2026-01-21,35.53
561,2026-01-28,32.91
561,2026-02-04,30.81
561,2026-02-11,39.34
561,2026-02-18,34.15
561,2026-02-25,37.51
561,2026-03-04,44.68
561,2026-03-11,47.57
561,2026-03-18,48.22
561,2026-03-25,51.12
561,2026-04-01,43.01
561,2026-04-08,48.32
561,2026-04-15,39.27
561,2026-04-22,40.83
561,2026-04-29,34.65
561,2026-05-06,34.2
561,2026-05-13,31.94
561,2026-05-20,38.21
562,2025-05-28,54.78
562,2025-06-04,57.96
562,2025-06-11,57.68
562,2025-06-18,60.57
562,2025-06-25,58.36
562,2025-07-02,57.13
562,2025-07-09,56.11
562,2025-07-16,49.69
562,2025-07-23,50.41
562,2025-07-30,45.54
562,2025-08-06,44.12
562,2025-08-13,46.39
562,2025-08-20,49.93
562,2025-08-27,54.17
562,2025-09-03,59.4
562,2025-09-10,61.03
562,2025-09-17,63.03
562,2025-09-24,59.05
562,2025-10-01,60.23
562,2025-10-08,58.02
562,2025-10-15,53.5
562,2025-10-22,53.05
562,2025-10-29,49.3
562,2025-11-05,49.63
562,2025-11-12,48.03
562,2025-11-19,49.49
562,2025-11-26,57.76
562,2025-12-03,60.04
562,2025-12-10,61.63
562,2025-12-17,68.72
562,2025-12-24,65.28
562,2025-12-31,62.38
562,2026-01-07,57.95
562,2026-01-14,58.84
562,2026-01-21,47.65
562,2026-01-28,46.92
562,2026-02-04,49.26
562,2026-02-11,51.46
562,2026-02-18,53.52
562,2026-02-25,58.47
562,2026-03-04,60.81
562,2026-03-11,65.23
562,2026-03-18,69.32
562,2026-03-25,66.56
562,2026-04-01,59.22
562,2026-04-08,57.12
562,2026-04-15,58.18
562,2026-04-22,51.39
562,2026-04-29,48.54
562,2026-05-06,50.58
562,2026-05-13,50.07
562,2026-05-20,55.7
563,2025-05-28,50.81
563,2025-06-04,51.7
563,2025-06-11,59.62
563,2025-06-18,59.65
563,2025-06-25,56.83
563,2025-07-02,52.7
563,2025-07-09,53.22
563,2025-07-16,49.66
563,2025-07-23,47.04
563,2025-07-30,40.11
563,2025-08-06,40.57
563,2025-08-13,43.77
563,2025-08-20,49.93
563,2025-08-27,55.02
563,2025-09-03,54.44
563,2025-09-10,59.9
563,2025-09-17,63.24
563,2025-09-24,60.26
563,2025-10-01,60.72
563,2025-10-08,49.13
563,2025-10-15,48.8
563,2025-10-22,48.39
563,2025-10-29,45.36
563,2025-11-05,46.51
563,2025-11-12,48.26
563,2025-11-19,52.01
563,2025-11-26,50.19
563,2025-12-03,57.65
563,2025-12-10,57.22
563,2025-12-17,64.35
563,2025-12-24,62.61
563,2025-12-31,59.77
563,2026-01-07,56.23
563,2026-01-14,53.71
563,2026-01-21,49.9
563,2026-01-28,42.4
563,2026-02-04,46.84
563,2026-02-11,48.14
563,2026-02-18,53.03
563,2026-02-25,53.07
563,2026-03-04,61.58
563,2026-03-11,62.78
563,2026-03-18,61.25
563,2026-03-25,60.95
563,2026-04-01,60.1
563,2026-04-08,57.82
563,2026-04-15,53.68
563,2026-04-22,51.79
563,2026-04-29,47.28
563,2026-05-06,52.9
563,2026-05-13,48.97
563,2026-05-20,52.57
564,2025-05-28,33.32
564,2025-06-04,34.9
564,2025-06-11,38.39
564,2025-06-18,43.67
564,2025-06-25,43.16
564,2025-07-02,40.49
564,2025-07-09,32.56
564,2025-07-16,28.55
564,2025-07-23,28.19
564,2025-07-30,23.48
564,2025-08-06,23.25
564,2025-08-13,23.0
564,2025-08-20,25.66
564,2025-08-27,32.47
564,2025-09-03,34.7
564,2025-09-10,39.32
564,2025-09-17,41.6
564,2025-09-24,43.08
564,2025-10-01,37.95
564,2025-10-08,33.39
564,2025-10-15,34.7
564,2025-10-22,29.43
564,2025-10-29,26.93
564,2025-11-05,23.5
564,2025-11-12,27.14
564,2025-11-19,27.82
564,2025-11-26,37.34
564,2025-12-03,37.36
564,2025-12-10,41.91
564,2025-12-17,39.02
564,2025-12-24,38.78
564,2025-12-31,35.22
564,2026-01-07,33.38
564,2026-01-14,33.17
564,2026-01-21,26.96
564,2026-01-28,30.43
564,2026-02-04,22.54
564,2026-02-11,31.88
564,2026-02-18,35.56
564,2026-02-25,29.85
564,2026-03-04,38.76
564,2026-03-11,43.91
564,2026-03-18,44.54
564,2026-03-25,40.72
564,2026-04-01,39.45
564,2026-04-08,39.76
564,2026-04-15,35.57
564,2026-04-22,29.05
564,2026-04-29,32.44
564,2026-05-06,27.53
564,2026-05-13,28.5
564,2026-05-20,31.13
565,2025-05-28,35.36
565,2025-06-04,38.17
565,2025-06-11,42.67
565,2025-06-18,42.95
565,2025-06-25,40.83
565,2025-07-02,37.55
565,2025-07-09,38.51
565,2025-07-16,25.8
565,2025-07-23,30.85
565,2025-07-30,26.94
565,2025-08-06,24.36
565,2025-08-13,29.47
565,2025-08-20,28.32
565,2025-08-27,33.51
565,2025-09-03,35.03
565,2025-09-10,42.87
565,2025-09-17,35.34
565,2025-09-24,39.55
565,2025-10-01,35.22
565,2025-10-08,31.85
565,2025-10-15,28.72
565,2025-10-22,28.64
565,2025-10-29,25.04
565,2025-11-05,24.8
565,2025-11-12,26.64
565,2025-11-19,28.59
565,2025-11-26,34.37
565,2025-12-03,39.07
565,2025-12-10,45.02
565,2025-12-17,41.91
565,2025-12-24,41.78
565,2025-12-31,38.97
565,2026-01-07,37.75
565,2026-01-14,34.76
565,2026-01-21,31.81
565,2026-01-28,28.02
565,2026-02-04,29.4
565,2026-02-11,29.52
565,2026-02-18,30.07
565,2026-02-25,36.28
565,2026-03-04,36.25
565,2026-03-11,44.21
565,2026-03-18,44.39
565,2026-03-25,44.75
565,2026-04-01,39.5
565,2026-04-08,36.54
565,2026-04-15,33.16
565,2026-04-22,28.44
565,2026-04-29,27.43
565,2026-05-06,27.71
565,2026-05-13,28.31
565,2026-05-20,30.97
566,2025-05-28,29.17
566,2025-06-04,33.61
566,2025-06-11,43.55
566,2025-06-18,35.91
566,2025-06-25,36.08
566,2025-07-02,41.72
566,2025-07-09,31.61
566,2025-07-16,26.39
566,2025-07-23,22.6
566,2025-07-30,32.21
566,2025-08-06,23.81
566,2025-08-13,23.68
566,2025-08-20,25.89
566,2025-08-27,32.9
566,2025-09-03,34.13
566,2025-09-10,41.72
566,2025-09-17,44.08
566,2025-09-24,39.87
566,2025-10-01,36.93
566,2025-10-08,34.07
566,2025-10-15,32.91
566,2025-10-22,23.74
566,2025-10-29,29.99
566,2025-11-05,23.55
566,2025-11-12,25.75
566,2025-11-19,24.31
566,2025-11-26,36.07
566,2025-12-03,34.11
566,2025-12-10,39.99
566,2025-12-17,45.19
566,2025-12-24,40.85
566,2025-12-31,40.0
566,2026-01-07,35.17
566,2026-01-14,35.48
566,2026-01-21,28.56
566,2026-01-28,22.48
566,2026-02-04,26.43
566,2026-02-11,28.01
566,2026-02-18,29.68
566,2026-02-25,33.48
566,2026-03-04,37.94
566,2026-03-11,40.14
566,2026-03-18,41.37
566,2026-03-25,42.8
566,2026-04-01,41.57
566,2026-04-08,35.33
566,2026-04-15,31.37
566,2026-04-22,30.28
566,2026-04-29,28.5
566,2026-05-06,22.25
566,2026-05-13,26.6
566,2026-05-20,33.56
567,2025-05-28,55.01
567,2025-06-04,56.46
567,2025-06-11,62.81
567,2025-06-18,58.14
567,2025-06-25,60.0
567,2025-07-02,59.04
567,2025-07-09,55.61
567,2025-07-16,50.12
567,2025-07-23,46.94
567,2025-07-30,43.25
567,2025-08-06,42.4
567,2025-08-13,50.35
567,2025-08-20,49.55
567,2025-08-27,53.98
567,2025-09-03,56.68
567,2025-09-10,62.29
567,2025-09-17,64.23
567,2025-09-24,63.84
567,2025-10-01,60.14
567,2025-10-08,54.99
567,2025-10-15,50.62
567,2025-10-22,52.17
567,2025-10-29,45.28
567,2025-11-05,50.0
567,2025-11-12,45.58
567,2025-11-19,52.42
567,2025-11-26,57.65
567,2025-12-03,58.72
567,2025-12-10,59.76
567,2025-12-17,61.68
567,2025-12-24,61.76
567,2025-12-31,59.44
567,2026-01-07,57.11
567,2026-01-14,51.12
567,2026-01-21,51.68
567,2026-01-28,49.56
567,2026-02-04,56.45
567,2026-02-11,52.01
567,2026-02-18,54.44
567,2026-02-25,58.12
567,2026-03-04,58.45
567,2026-03-11,63.17
567,2026-03-18,61.15
567,2026-03-25,69.07
567,2026-04-01,61.76
567,2026-04-08,56.64
567,2026-04-15,52.43
567,2026-04-22,50.43
567,2026-04-29,53.0
567,2026-05-06,47.7
567,2026-05-13,53.13
567,2026-05-20,51.56
568,2025-05-28,25.95
568,2025-06-04,32.02
568,2025-06-11,30.0
568,2025-06-18,40.98
568,2025-06-25,32.01
568,2025-07-02,37.24
568,2025-07-09,29.6
568,2025-07-16,25.72
568,2025-07-23,22.08
568,2025-07-30,27.24
568,2025-08-06,24.91
568,2025-08-13,20.71
568,2025-08-20,26.48
568,2025-08-27,29.81
568,2025-09-03,28.63
568,2025-09-10,30.78
568,2025-09-17,39.2
568,2025-09-24,37.46
568,2025-10-01,38.92
568,2025-10-08,31.12
568,2025-10-15,28.94
568,2025-10-22,28.74
568,2025-10-29,19.32
568,2025-11-05,20.9
568,2025-11-12,24.1
568,2025-11-19,24.77
568,2025-11-26,30.85
568,2025-12-03,29.84
568,2025-12-10,35.4
568,2025-12-17,37.35
568,2025-12-24,45.16
568,2025-12-31,35.3
568,2026-01-07,28.56
568,2026-01-14,27.92
568,2026-01-21,29.41
568,2026-01-28,26.69
568,2026-02-04,24.79
568,2026-02-11,26.39
568,2026-02-18,28.45
568,2026-02-25,28.4
568,2026-03-04,37.2
568,2026-03-11,38.47
568,2026-03-18,41.5
568,2026-03-25,41.18
568,2026-04-01,37.97
568,2026-04-08,34.59
568,2026-04-15,28.13
568,2026-04-22,27.73
568,2026-04-29,22.73
568,2026-05-06,23.1
568,2026-05-13,26.61
568,2026-05-20,32.25
569,2025-05-28,30.18
569,2025-06-04,33.9
569,2025-06-11,41.99
569,2025-06-18,38.76
569,2025-06-25,37.41
569,2025-07-02,36.87
569,2025-07-09,32.46
569,2025-07-16,26.82
569,2025-07-23,27.76
569,2025-07-30,22.73
569,2025-08-06,24.36
569,2025-08-13,26.07
569,2025-08-20,25.78
569,2025-08-27,29.61
569,2025-09-03,35.12
569,2025-09-10,36.36
569,2025-09-17,38.46
569,2025-09-24,38.58
569,2025-10-01,35.12
569,2025-10-08,34.28
569,2025-10-15,30.96
569,2025-10-22,26.21
569,2025-10-29,22.5
569,2025-11-05,20.85
569,2025-11-12,21.81
569,2025-11-19,27.82
569,2025-11-26,28.61
569,2025-12-03,39.11
569,2025-12-10,36.09
569,2025-12-17,43.72
569,2025-12-24,37.92
569,2025-12-31,41.27
569,2026-01-07,34.88
569,2026-01-14,33.86
569,2026-01-21,28.47
569,2026-01-28,32.52
569,2026-02-04,25.16
569,2026-02-11,25.16
569,2026-02-18,31.49
569,2026-02-25,35.01
569,2026-03-04,34.67
569,2026-03-11,42.89
569,2026-03-18,41.82
569,2026-03-25,43.25
569,2026-04-01,45.85
569,2026-04-08,39.18
569,2026-04-15,29.93
569,2026-04-22,28.6
569,2026-04-29,23.74
569,2026-05-06,30.11
569,2026-05-13,31.32
569,2026-05-20,31.03
570,2025-05-28,33.21
570,2025-06-04,36.48
570,2025-06-11,39.27
570,2025-06-18,41.45
570,2025-06-25,40.09
570,2025-07-02,34.92
570,2025-07-09,32.34
570,2025-07-16,29.31
570,2025-07-23,26.12
570,2025-07-30,26.05
570,2025-08-06,21.22
570,2025-08-13,26.78
570,2025-08-20,28.78
570,2025-08-27,28.91
570,2025-09-03,34.66
570,2025-09-10,36.29
570,2025-09-17,37.75
570,2025-09-24,37.89
570,2025-10-01,37.84
570,2025-10-08,34.2
570,2025-10-15,30.43
570,2025-10-22,31.76
570,2025-10-29,27.62
570,2025-11-05,24.24
570,2025-11-12,27.31
570,2025-11-19,30.93
570,2025-11-26,33.03
570,2025-12-03,36.59
570,2025-12-10,39.96
570,2025-12-17,35.38
570,2025-12-24,43.89
570,2025-12-31,40.95
570,2026-01-07,34.17
570,2026-01-14,34.17
570,2026-01-21,30.17
570,2026-01-28,28.69
570,2026-02-04,24.02
570,2026-02-11,33.16
570,2026-02-18,26.92
570,2026-02-25,32.01
570,2026-03-04,40.9
570,2026-03-11,44.95
570,2026-03-18,44.02
570,2026-03-25,43.02
570,2026-04-01,38.28
570,2026-04-08,38.23
570,2026-04-15,31.68
570,2026-04-22,28.78
570,2026-04-29,28.87
570,2026-05-06,30.7
570,2026-05-13,28.7
570,2026-05-20,33.28
571,2025-05-28,32.07
571,2025-06-04,41.42
571,2025-06-11,39.11
571,2025-06-18,39.58
571,2025-06-25,42.53
571,2025-07-02,35.22
571,2025-07-09,33.49
571,2025-07-16,27.6
571,2025-07-23,28.34
571,2025-07-30,26.14
571,2025-08-06,22.71
571,2025-08-13,25.84
571,2025-08-20,26.58
571,2025-08-27,31.74
571,2025-09-03,32.59
571,2025-09-10,37.59
571,2025-09-17,38.87
571,2025-09-24,41.89
571,2025-10-01,37.77
571,2025-10-08,32.04
571,2025-10-15,29.94
571,2025-10-22,27.83
571,2025-10-29,24.53
571,2025-11-05,27.5
571,2025-11-12,23.78
571,2025-11-19,31.52
571,2025-11-26,32.79
571,2025-12-03,39.58
571,2025-12-10,41.62
571,2025-12-17,41.33
571,2025-12-24,43.8
571,2025-12-31,38.34
571,2026-01-07,35.07
571,2026-01-14,30.07
